"Codart","Nomart","Pcosto","Pventa","Exiact","Pricon","Segcon","Difer","Status","Sustiti","Observa","Procesado"
APE-019,Amortiguador izumi matiz dela. Izq.,14.33,28.0,65.0,4.0,64.0,0.0,N,"96316745","",S
APE-020,Amortiguador izumi lanos dela.,12.25,23.9,3.0,0.0,0.0,0.0,N,"96179847",da�ado 3,S
APE-021,Amortiguador pecord lanos post.,10.31,17.3,1.0,1.0,0.0,0.0,C,"90373164","",S
APE-022,Amortiguador izumi excel dela.,16.57,31.5,0.0,0.0,0.0,0.0,N,"54650-24120",,N
APE-023,Amortiguador izumi fiat uno dela.,16.77,33.8,7.0,1.0,1.0,0.0,N,MP32316,da�ado 1,S
APE-024,Amortiguador izumi fiat uno post.,13.09,33.8,1.0,0.0,0.0,0.0,N,"38013",da�ado 1,S
APE-025,Amortiguador izumi del. der. vitara,17.7,37.6,7.0,7.0,0.0,0.0,C,A3086,"",S
APE-026,Amortiguador izumi del. izq. vitara,17.7,37.6,0.0,0.0,0.0,0.0,N,A3087,,N
APE-027,Amortiguador izumi del. corsa evolution,20.96,38.99,7.0,0.0,0.0,0.0,N,"93303111",da�ado 3,S
APE-028,Amortiguador izumi del. corsa win,19.79,37.2,162.0,159.0,159.0,0.0,N,"93287822","",S
APE-029,Amortiguador izumi aveo der.,19.94,38.2,443.0,452.0,452.0,0.0,N,"706062RH","",S
APE-030,Amortiguador izumi aveo izq.,19.94,38.2,463.0,463.0,463.0,0.0,C,"706062LH",da�ados 1,S
APE-031,Amortiguador izumi picanto der./izq.,18.91,35.8,46.0,46.0,0.0,0.0,C,"332501","",S
APE-032,Amorguador izumi getz der.,18.93,35.8,34.0,34.0,0.0,0.0,C,"333506","",S
APE-033,Amortiguador izumi getz izq.,18.93,35.8,34.0,34.0,0.0,0.0,C,"333507","",S
APE-034,Amortiguador izumi optra der.,18.68,38.2,2.0,1.0,2.0,0.0,C,G706056 R,"",S
APE-035,Amortiguador izumi optra izq.,18.69,38.2,2.0,2.0,0.0,0.0,C,G706056 L,"",S
APE-036,Amorguador izumi mazda 323 der.,17.08,33.5,90.0,90.0,0.0,0.0,C,"633049","",S
APE-037,Amortiguador izumi mazda 323 izq.,17.08,33.5,92.0,92.0,0.0,0.0,C,"633050","",S
APE-038,Amortiguador izumi spark dela. izqr. ,15.28,29.8,0.0,60.0,0.0,0.0,C,"96336487","",S
APE-039,Amortiguador izumi spark dela. der. ,15.28,29.8,0.0,59.0,0.0,0.0,C,"96336488","",S
APE-040,Amortiguador izumi renoult logan dela.,20.25,45.0,1.0,0.0,0.0,0.0,N,"820059034",,N
ATP-001,Banda fiat uno /118 dntes.,4.11,8.5,616.0,616.0,0.0,0.0,C,"4324568","",S
ATP-002,Banda lada 2110,4.94,8.89,8.0,8.0,0.0,0.0,C,"21081006040","",S
ATP-003,Banda suzuki forza I /87dntes,3.75,6.74,251.0,251.0,0.0,0.0,C,"94103","",S
ATP-004,Banda suzuki forza II /97 dntes,4.09,7.35,287.0,287.0,0.0,0.0,C,"94192","",S
ATP-005,Banda excel 1.5 91-95/ mit.lancer1.5 88-92/92dntes,3.87,6.97,66.0,64.0,64.0,0.0,N,"94133","",S
ATP-006,Banda atos/101 dntes.,4.47,8.06,160.0,160.0,0.0,0.0,C,"94792","",S
ATP-007,Banda accent verna 1.5 16v 2001/105 dntes,5.12,9.22,114.0,114.0,0.0,0.0,C,"94660","",S
ATP-008,Banda accent verna 1.5 2001 /110 dntes,5.37,9.66,92.0,92.0,0.0,0.0,C,"94919","",S
ATP-009,Banda mazda B2000 /109 dntes,5.24,9.43,274.0,276.0,274.0,0.0,C,"94432","",S
ATP-010,Banda mitsubichi L200/L300 Galant1.6 1.8/86/122 dn,5.14,9.25,208.0,209.0,208.0,0.0,C,"94098","",S
ATP-011,Banda hy H100 2.4 gasol94/Mits galant 2.4-91/123dn,5.18,9.32,162.0,158.0,158.0,0.0,N,"94283","",S
ATP-012,Banda toyota tercel 1.5 -2001/123 dtes,6.54,11.78,200.0,200.0,0.0,0.0,C,"94142","",S
ATP-013,Banda kia rio 1.6-2001/ 137 dntes,6.68,12.03,129.0,129.0,0.0,0.0,C,"94938","",S
ATP-014,Banda hy H100 2.5 diesel94/Mits L200 2.5/163 dnts,9.18,16.52,158.0,158.0,0.0,0.0,C,"94268","",S
ATP-015,"Banda corsa1.3/1.4/1.6, lanos,cielo 1.5 90-03/111d",4.19,7.53,164.0,163.0,164.0,0.0,C,"94078","",S
ATP-016,"Banda ch.spark1.0, matiz, tico/107 dntes",6.03,10.84,73.0,99.0,73.0,0.0,C,"94809","",S
ATP-017,Banda ch. luv 2.3 86-2000/115 dntes,5.03,9.04,227.0,227.0,0.0,0.0,C,"94127","",S
ATP-018,Banda Ch.luv 2.2 -2000/148 dntes,6.46,11.64,204.0,204.0,0.0,0.0,C,"94963","",S
ATP-019,Banda ch.optra 1.8  04 /169 dntes,8.98,16.18,144.0,144.0,0.0,0.0,C,"94659","",S
ATP-020,Banda ch.rodeo luv3.2 douch-tropper 3.2/191 dntes,13.54,24.38,220.0,220.0,0.0,0.0,C,"94826","",S
AV-001,"Retenedor rda.post.chevitaxi,racer,cielo",0.48,1.02,0.0,0.0,0.0,0.0,N,"3461793",,N
AV-002,"Bendix corto lanos,cielo racer, chevitaxi/oem",7.67,16.35,49.0,49.0,0.0,0.0,C,"10475974","",S
AV-003,"Valvula iac cielo mpi aveo, chevitaxi",21.98,46.88,68.0,68.0,0.0,0.0,C,"17059602","",S
AV-004,"Sensor tps mpi racer,cielo,aveo.chevitaxi/oem",14.61,31.17,73.0,73.0,0.0,0.0,C,"17106681","",S
AV-005,"Manzana rda.post.racer,cielo,espero,lanos",12.57,27.3,46.0,46.0,0.0,0.0,C,"90142161","",S
AV-006,"Reten semi eje racer,cielo,lanos/kos",1.12,2.55,0.0,0.0,0.0,0.0,N,"90182166",,N
AV-007,"Reten semi eje racer,cielo,lanos,chevitaxi/gm",0.99,2.11,0.0,0.0,0.0,0.0,N,"90182168",,N
AV-008,"Reten semi eje racer,cielo,lanos chevitaxi/kos",0.48,1.1,13.0,13.0,0.0,0.0,C,"90182168","",S
AV-009,"Kit resorte zapatas izq.racer,lanos,chevi,aveo/sam",3.46,7.39,2.0,2.0,0.0,0.0,C,"90199718","",S
AV-010,"Kit resorte zapatas der. rac,cie,lan,chevi,aveo/al",3.46,7.39,0.0,0.0,0.0,0.0,N,"90199719",,N
AV-011,"Empaque cabezote racer,cielo,chevitaxi/onnuri",2.22,4.96,1.0,1.0,0.0,0.0,C,"90233719","",S
AV-012,"Carter c/cambio racer,cielo,lanos,espero,chevi/gm",5.55,12.9,71.0,71.0,0.0,0.0,C,"90305635","",S
AV-013,"Empaque carter c/c racer,cielo,lanos,espero,chevi",1.4,3.5,24.0,24.0,0.0,0.0,C,"90305636","",S
AV-014,"Bocin horquilla embrague rac,cie,lan,esp.chevi/gm",0.29,0.73,0.0,14.0,0.0,0.0,N,"90305912","",S
AV-015,"Bocin horquilla embrague rac,cie,lan,esp.chevi/oem",0.21,0.47,14.0,0.0,14.0,0.0,C,"90305912","",S
AV-016,"Ruliman templador dist. cie,lanos, chevi/hsc",11.14,23.78,2.0,0.0,0.0,0.0,N,"90499401","",S
AV-017,"Terminal direccion izq.aveo,chevitaxi/yulim",4.9,10.46,32.0,32.0,0.0,0.0,C,"93740722","",S
AV-018,"Terminal direccion izq. aveo,chevitaxi/ctr",6.26,13.34,-150.0,2.0,2.0,0.0,N,"93740722","",S
AV-019,"Terminal direccion der. aveo,chevitaxi/yulim",4.9,10.46,55.0,54.0,54.0,0.0,N,"93740723","",S
AV-020,"Terminal direccion der.aveo,chevitaxi/ctr",6.26,13.34,3.0,3.0,0.0,0.0,C,"93740723","",S
AV-021,"Plato embrague aveo,chevitaxi/gm",24.42,52.1,39.0,39.0,0.0,0.0,C,"96138856","",S
AV-022,"Plato embrague aveo,chevitaxi/valeo",17.0,36.26,91.0,91.0,0.0,0.0,C,"96138856","",S
AV-023,Pi�on cigue�al racer aveo/oem,2.22,5.4,0.0,0.0,0.0,0.0,N,"96352739",,N
AV-024,"Palanca embrague rac,cie,lan,esp,chevi/gm",5.93,13.9,0.0,0.0,0.0,0.0,N,"96144874",,N
AV-025,"Carcaza termostato rac,cie,lan,esp,.chevi/gm",2.17,5.02,35.0,35.0,0.0,0.0,C,"96180324","",S
AV-026,"Carcaza termostato rac,cie,lan,esp,chev/non",1.66,3.7,44.0,44.0,0.0,0.0,C,"96180324","",S
AV-027,"Empaque tapa valvula lanos,chevi/onnuri",0.63,1.9,0.0,0.0,0.0,0.0,N,"96181318",,N
AV-028,"Banda alternador nubira1.6/chevi,aveo1.4/dong il",7.78,16.61,0.0,0.0,0.0,0.0,N,"96183108",,N
AV-029,"Banda distribucion aveo1.4,cielo doch/gates",19.35,36.4,4.0,0.0,0.0,0.0,N,"96183352",,N
AV-030,Banda distribucion aveo 1.4 cie doch/dongil,8.24,17.57,0.0,0.0,0.0,0.0,N,"96183352",,N
AV-031,"Banda distribucion(verde)chevitaxi 1.5,lanos/gates",6.14,14.1,28.0,27.0,27.0,0.0,N,"96183353","",S
AV-032,"Banda distribucion (verde)chevitaxi 1.5,lanos/gm",19.0,40.54,1.0,0.0,1.0,0.0,C,"96183353","",S
AV-033,"Jgo. cable bujias nubira,aveo 1.4/gm",22.32,47.62,193.0,193.0,0.0,0.0,C,"96211948","",S
AV-034,"Jgo. cable bujias nubira,aveo1.4/syc",11.14,23.78,147.0,147.0,0.0,0.0,C,"96211948","",S
AV-035,"Bobina distribuidor aveo,chevitaxi,spark-gm",44.12,94.11,21.0,21.0,0.0,0.0,C,"96253555","",S
AV-036,"Bobina distribuidor aveo,chevitaxi,spark/delphi",36.81,78.53,82.0,82.0,0.0,0.0,C,"96253555","",S
AV-037,"Tubo distribuidor agua aveo,chevitaxi/oem",6.26,13.34,0.0,0.0,0.0,0.0,N,"96273608",,N
AV-038,"Trompo aceite lanos,aveo,chevitaxi/china",1.96,4.19,0.0,0.0,0.0,0.0,N,"96281689",,N
AV-039,Termostato aveo/oem,11.14,23.78,0.0,0.0,0.0,0.0,N,"96282726",,N
AV-040,"Jgo. cable bujias lanos,chevitax/gm",21.28,45.41,144.0,86.0,86.0,0.0,N,"96305387","",S
AV-041,"Jgo. cable bujias lanos,chevitaxi/onnuri",5.56,11.87,0.0,0.0,0.0,0.0,N,"96305387",,N
AV-042,"Jgo. cable bujias lanos, chevitaxi /ac delco",14.26,30.43,0.0,0.0,0.0,0.0,N,"96305387",,N
AV-043,"Sensor map chevitaxi,matix/gm",23.72,50.59,4.0,3.0,3.0,0.0,N,"96330547","",S
AV-044,"Sensor map chevitaxi, matix/oem",16.0,34.14,0.0,0.0,0.0,0.0,N,"96330547",,N
AV-045,Valvula admision chevitaxi 1.5/gm,3.96,8.45,0.0,0.0,0.0,0.0,N,"96335947",,N
AV-046,Valvula admision chevitaxi 1.5/shinhan,2.22,4.74,328.0,304.0,304.0,0.0,N,"96335947","",S
AV-047,Valvula escape chevitaxi 1.5/gm,4.84,11.2,28.0,28.0,0.0,0.0,C,"96335948","",S
AV-048,Valvula escape chevitaxi 1.5/shinhan,3.06,6.53,316.0,292.0,292.0,0.0,N,"96335948","",S
AV-049,"Templador banda nubira 1.6,aveo 1.4/gmb",7.86,16.77,3.0,3.0,0.0,0.0,C,"96350526","",S
AV-050,"Tempaldor banda nubira 1.6,aveo 1.4/hsc",5.97,13.5,0.0,0.0,0.0,0.0,N,"96350526",,N
AV-051,"Templador banda distribucion nubira, aveo1.4/hsc",12.24,27.5,3.0,3.0,0.0,0.0,C,"96350550","",S
AV-052,"Empaque tapa valvula lan,nubira dohc,aveo1.4/onnur",1.53,3.26,11.0,11.0,0.0,0.0,C,"96351213","",S
AV-053,"Bomba agua nubira 1.5 doch, aveo 1.4/autop",11.14,23.78,11.0,11.0,0.0,0.0,C,"96352650","",S
AV-054,Empaque tapa valvula aveo/onnuri,1.82,6.8,8.0,4.0,4.0,0.0,N,"96353002","",S
AV-055,"Disco embrague ave, chevitaxi/seco",17.13,36.54,33.0,33.0,0.0,0.0,C,"96408623","",S
AV-056,"Trompo stop aveo,chevitaxi/gm",4.3,9.18,0.0,0.0,0.0,0.0,N,"96440925",,N
AV-057,"Caucho base amortiguador dela.aveo,chevitaxi/ph",3.16,6.8,0.0,0.0,0.0,0.0,N,"96535011",,N
AV-058,"Manzada rda. dela.aveo,chevitaxi /x2china",10.74,22.91,4.0,4.0,0.0,0.0,C,"96535041","",S
AV-059,"Plato suspension izq. aveo,chevitaxi/ctr",25.05,53.44,171.0,171.0,0.0,0.0,C,"96535081","",S
AV-060,"Plato suspension izq. aveo,chevitaxi/yulim",20.6,43.94,0.0,0.0,0.0,0.0,N,"96535081",,N
AV-061,"Plato suspension der. aveo,chevitaxi/ctr",25.05,53.44,175.0,175.0,0.0,0.0,C,"96535082","",S
AV-062,"Plato suspension der. aveo,chevitaxi/yulim",20.6,43.94,0.0,0.0,0.0,0.0,N,"96535082",,N
AV-063,"Bocin chico plato suspensi�n aveo,chevitaxi/ph",1.47,3.4,6.0,16.0,16.0,0.0,N,"96535087","",S
AV-064,"Bocin gran.plato suspension aveo,chevitaxi/ph",2.25,5.2,0.0,0.0,0.0,0.0,N,"96535088",,N
AV-065,"Rotula aveo,chevitaxi/ctr",6.39,13.63,95.0,95.0,0.0,0.0,C,"96535089","",S
AV-066,"Base c/c aveo, chevitaxi/ph",12.27,26.18,81.0,81.0,0.0,0.0,C,"96535402","",S
AV-067,"Base motor der.aveo,chevitaxi/ph",20.68,44.13,131.0,131.0,0.0,0.0,C,"96535429","",S
AV-068,"Base  motor izq. aveo,chevitaxi/ph",20.22,46.2,50.0,50.0,0.0,0.0,C,"96535495","",S
AV-069,Radiador chevitaxi/hcc,48.84,104.19,36.0,36.0,0.0,0.0,C,"96536523","",S
AV-070,"Filtro aire aveo,chevitaxi/onnuri",2.37,5.3,0.0,0.0,0.0,0.0,N,"96536696",,N
AV-071,"Bomba gasolina aveo,chevitaxi/daewha",66.8,142.5,33.0,33.0,0.0,0.0,C,"96537125","",S
AV-072,"Bomba gasolina aveo,chevitaxi/ap korea",57.06,121.73,4.0,2.0,2.0,0.0,N,"96537125","",S
AV-073,"Retenedor barra leva nubira,aveoa/pos",1.11,2.37,0.0,0.0,0.0,0.0,N,"5094005604",,N
AV-074,"Jgo. chapa biela std. rac,cie,lan,chevi,aveo/kfm",5.93,12.64,183.0,173.0,183.0,0.0,C,"90323617S","",S
AV-075,"Jgo. chapa biela 0.25 rac.cie,lan,chevi,aveo/addax",3.04,6.5,0.0,0.0,0.0,0.0,N,"90323618S",,N
AV-076,"Jgo. chapa biela 0.25 rac,cie,lan,chevi,aveo/kfm",6.48,13.82,262.0,262.0,0.0,0.0,C,"90323618S","",S
AV-077,"Jgo. chapa biela 0.50 rac,cie,lan,chevi,aveo/kfm",7.1,15.14,56.0,56.0,0.0,0.0,C,"90323619S","",S
AV-078,"Jgo. chapa biela 0.50 rac,cie,lan,chevi,aveo/addax",3.04,6.5,0.0,0.0,0.0,0.0,N,"90323619S",,N
AV-079,"Terminal direccion izq. aveo, chevitaxi /ctr",4.9,10.46,0.0,0.0,0.0,0.0,N,"93740722",,N
AV-080,Cilindro principal embrague lanos/tcic,9.58,21.5,3.0,4.0,4.0,0.0,N,"96339733","",S
AV-081,"Disco embrague aveo,chevitaxi/valeo",24.93,53.18,5.0,5.0,0.0,0.0,C,"96408623","",S
AV-082,Empaque cabezote aveo metal/onnuri,11.42,24.9,1920.0,1918.0,1919.0,0.0,N,"96963220","",S
AV-083,Disco freno ventilado aveo/valeo,15.87,33.9,0.0,0.0,0.0,0.0,N,"96179110",,N
AV-084,Disco freno ventilado aveo/kgc,18.78,35.2,4.0,0.0,0.0,0.0,N,"96179110",,N
BAI-001,Bomba agua izumi lada 2106,10.23,21.0,7.0,6.0,6.0,0.0,N,"2101-1307010","",S
BAI-002,Bomba agua izumi samara 2110 /2115,9.56,23.0,1.0,0.0,0.0,0.0,N,"2108-1307010",,N
BAI-003,Bomba agua izumi fiat uno,8.9,19.0,43.0,41.0,41.0,0.0,N,"4336009","",S
BAI-004,Bomba agua izumi skoda 6 canales,19.78,39.9,41.0,41.0,0.0,0.0,C,"047 121 011B","",S
BAI-005,Bomba agua izumi skoda 1 canal,18.09,33.12,36.0,36.0,0.0,0.0,C,"115 050 001","",S
BAI-006,Bomba agua izumi fiat premio,9.14,20.51,0.0,0.0,0.0,0.0,N,"5990701",,N
BAI-007,Bomba agua izumi felicia 1.6,15.0,24.0,0.0,45.0,0.0,0.0,N,"030.121.008D","",S
BAI-008,Bomba agua izumi fabia 1.4,18.33,39.0,0.0,0.0,0.0,0.0,N,"047.121.013R",,N
BAI-009,"Bomba agua izumi lanos,corsa win,chevitaxi",10.18,21.5,0.0,0.0,0.0,0.0,N,"96350799",,N
BAI-010,Bomba agua izumi racer / cielo 1500,10.4,21.9,28.0,28.0,0.0,0.0,C,"90325661B","",S
BAI-011,Bomba agua izumi espero 1.8 / 2.0,12.04,25.5,13.0,13.0,0.0,0.0,C,"90272361","",S
BAI-012,"Bomba agua izumi nubira,tacuma,optra",11.66,24.1,46.0,46.0,0.0,0.0,C,"92064250","",S
BAI-013,Bomba agua izumi matiz,10.18,21.7,46.0,46.0,0.0,0.0,C,"96563958","",S
BAI-014,Bomba agua izumi excel - accent,10.79,22.3,0.0,0.0,0.0,0.0,N,"25100-21000",,N
BAI-015,Bomba agua izumi elantra 1600,11.85,25.5,12.0,12.0,0.0,0.0,C,"25100-33020","",S
BAI-016,Bomba agua izumi atoz pride - kia picanto,10.95,19.5,1.0,0.0,0.0,0.0,N,"25100-02501/2",,N
BAI-017,Bomba agua izumi verna - getz,10.18,22.5,137.0,137.0,0.0,0.0,C,"25100-26660","",S
BAI-018,Bomba agua izumi corsa 1.4,15.0,24.0,0.0,0.0,0.0,0.0,N,"1334098",,N
BAI-019,Bomba agua izumi datsun 1.200 /120y a12,8.83,19.0,18.0,18.0,0.0,0.0,C,"21010-18000","",S
BAI-020,Bomba agua izumi nissan sentra 1.6 e15/e16 8 val.,11.88,19.0,4.0,4.0,0.0,0.0,C,"21010-50A11","",S
BAI-021,Bomba agua izumi nissan sentra 1.6 ga 16e 16 val.,13.56,21.7,0.0,0.0,0.0,0.0,N,"21010-53Y00",,N
BAI-022,Bomba agua izumi swift / vitara 3 y 5 ptas.,9.56,21.0,28.0,28.0,0.0,0.0,C,"17400-60810","",S
BAI-023,Bomba agua izumi forza I,9.28,20.0,22.0,22.0,0.0,0.0,C,"17400-82810","",S
BAI-024,Bomba agua izumi forza II,10.16,21.5,12.0,12.0,0.0,0.0,C,"17400-82820","",S
BAI-025,Bomba agua izumi isuzu 1.6/1.8 trooper 2000 76-85,13.75,22.0,0.0,0.0,0.0,0.0,N,"8-94202-477-1",,N
BAI-026,Bomba agua izumi trooper 2300 4zd1,16.25,26.0,0.0,0.0,0.0,0.0,N,"8-94146-326-0",,N
BAI-027,Bomba agua izumi mazda 323 80-e3/es,9.14,20.0,21.0,21.0,0.0,0.0,C,E301-15-010A,"",S
BAI-028,Bomba agua izumi mazda 323 1300 tc-79,9.35,20.0,28.0,28.0,0.0,0.0,C,"0324-15-010","",S
BAI-029,Bomba agua izumi gol/ folg/parati 1.6/1.8/2.2,10.25,22.0,0.0,0.0,0.0,0.0,N,"026.121.005A",,N
BAI-030,Bomba agua izumi san remo,16.0,34.0,53.0,53.0,0.0,0.0,C,"94623690","",S
BAI-031,Bomba agua izumi corsa evolution 1.8,11.02,25.0,71.0,68.0,68.0,0.0,N,"7084922","",S
BAI-032,Bomba agua izumi fiat premio c/polea,12.77,27.5,236.0,236.0,0.0,0.0,C,"7784976","",S
BH-001,"Bomba combust. universal corsa,accent,verna1.5",9.5,18.99,686.0,683.0,683.0,0.0,N,"3802","",S
BH-002,"Bomba combust. forzaII,swift,mitsubishi",7.94,15.6,211.0,211.0,0.0,0.0,C,"3402","",S
BH-003,Bomba combust. ch.cheyen silverado,14.85,26.34,45.0,47.0,47.0,0.0,N,"3607","",S
BH-004,"Bomba combust. vitara 3y5p, mazda,luv inyec tuerca",9.98,19.02,448.0,448.0,0.0,0.0,C,"3804","",S
BH-005,Bomba combust.cilindrica universal carburador,8.61,17.22,68.0,67.0,67.0,0.0,N,FP-68,"",S
BH-006,Bomba combustib.nissan sentra carburador,7.8,15.6,59.0,59.0,0.0,0.0,C,"4317","",S
BH-007,"Bomba combust.mazda 323,trooper,gr vitara,mazd b26",14.9,29.79,45.0,0.0,45.0,0.0,C,"5001","",S
BH-008,"Bomba combust.toyota yaris,hylux,hice con desfogue",10.1,20.19,89.0,89.0,0.0,0.0,C,"3827","",S
BH-009,"Bomba combust.volkswagen gol, fiat",10.1,20.19,7.0,5.0,7.0,0.0,C,"3613A","",S
BH-010,"Bomba combust, racer,cielo,matiz,nubira,gol,fiat",10.1,20.19,185.0,185.0,0.0,0.0,C,"3613B","",S
BH-011,"Bomba combust.daewoo lanos,peugeot,chevitaxi",10.62,21.24,67.0,67.0,0.0,0.0,C,"3616A","",S
BH-012,Bomba combust.cuadrada universal carburador,8.61,17.22,52.0,51.0,51.0,0.0,N,FP-59,"",S
BH-013,"Bomba combust.renault clio,logan",13.96,27.93,67.0,67.0,0.0,0.0,C,"4319","",S
BH-014,Bomba combust. dmax tipo original,13.96,27.93,283.0,283.0,0.0,0.0,C,"3811","",S
BH-015,Bomba combust.mazda b2.6 tipo original carburador,10.1,20.19,180.0,180.0,0.0,0.0,C,"3836","",S
BH-016,Bomba combust.super carry carburador,8.96,17.91,12.0,12.0,0.0,0.0,C,FP-03,"",S
BH-017,Bomba combust.universal chasis alta presion fiat,18.83,37.65,14.0,14.0,0.0,0.0,C,"5007A","",S
BH-018,"Bomba combust.ford ranger, mazda 2.6 inyeccion",10.18,20.37,9.0,9.0,0.0,0.0,C,"3807A","",S
BH-019,"Bomba combust.silverado,mini blazer sistema vor te",14.85,29.7,21.0,21.0,0.0,0.0,C,"3819","",S
BH-020,"Bomba combust.cherokee,silverado chryster inyeccio",22.24,44.49,14.0,14.0,0.0,0.0,C,"5017","",S
CDI-001,Caja direcci�n izumi swift forza II,25.7,55.0,179.0,180.0,180.0,0.0,N,"108","",S
CDI-002,Caja direcci�n izumi forza I,28.41,60.0,78.0,78.0,0.0,0.0,C,"512","",S
CDI-003,Caja direcci�n izumi fiat uno,26.46,60.0,128.0,128.0,0.0,0.0,C,"673","",S
CDI-004,Caja direcci�n izumi san remo,29.81,68.0,186.0,180.0,186.0,0.0,C,"553","",S
CDI-005,Caja direcci�n izumi accent excel,28.78,70.0,3.0,3.0,0.0,0.0,C,"529","",S
CDI-006,Caja direcci�n izumi  verna,30.1,70.0,120.0,119.0,119.0,0.0,N,"609","",S
CDI-007,Caja direcci�n izumi  atoz,29.67,70.0,13.0,13.0,0.0,0.0,C,"549","",S
CDI-008,Caja direcci�n izumi  racer cielo,44.78,95.0,21.0,21.0,0.0,0.0,C,"534","",S
CDI-009,Caja direcci�n izumi matiz spark,30.44,66.0,178.0,179.0,179.0,0.0,N,"643","",S
CDI-010,Caja direcci�n izumi samara,56.25,90.0,0.0,0.0,0.0,0.0,N,"532",,N
CDI-011,Caja direcci�n izumi favorit forman felicia,30.25,66.0,110.0,111.0,110.0,0.0,C,"208/588","",S
CDI-012,Caja direcci�n izumi H-100,36.51,70.0,11.0,11.0,0.0,0.0,C,"558","",S
CDI-013,Caja direcci�n izumi corolla,28.35,70.0,23.0,23.0,0.0,0.0,C,"502","",S
CDI-014,Caja direcci�n izumi mazda 323,25.79,55.0,46.0,45.0,45.0,0.0,N,"511","",S
CDI-015,Caja direcci�n izumi toyota tercel,21.63,50.0,24.0,24.0,0.0,0.0,C,"520","",S
CDI-016,Caja direcci�n izumi fiat 128,21.78,60.0,35.0,35.0,0.0,0.0,C,"530","",S
CDI-017,Caja direcci�n izumi daewoo tico,25.14,60.0,31.0,31.0,0.0,0.0,C,"644","",S
CNC-001,Plato embrague fiat uno cnc,13.17,26.0,153.0,149.0,151.0,0.0,N,CFI-1801,"",S
CNC-002,Plato embrague fiat premio cnc,15.69,30.0,120.0,122.0,122.0,0.0,N,CFI-1901,"",S
CNC-003,Plato embrague skoda cnc,15.11,30.0,184.0,184.0,0.0,0.0,C,CSK-1901,"",S
CNC-004,Plato embrague samara cnc,18.12,29.0,0.0,0.0,0.0,0.0,N,CLD-1903,,N
CNC-005,Plato embrague lada 2110 cnc,17.48,35.0,27.0,25.0,27.0,0.0,C,CLD-2003,"",S
CNC-006,Plato embrague lada cnc,17.94,36.0,292.0,287.0,287.0,0.0,N,CLD-2001,"",S
CNC-007,Disco embrague lada cnc,8.58,16.8,59.0,59.0,0.0,0.0,C,DLD-2003,"",S
CNC-008,Disco embrague skoda cnc,8.22,15.9,299.0,140.0,140.0,0.0,N,DSK-1902,"",S
CNC-009,Disco embrague fiat uno cnc,7.86,15.5,99.0,99.0,0.0,0.0,C,DFI-1802,"",S
CNC-010,Disco embrague fiat premio cnc,8.14,15.9,147.0,147.0,0.0,0.0,C,DFI-1901,"",S
CNC-011,Disco embrague lada 2110 cnc,8.31,16.8,123.0,123.0,0.0,0.0,C,DLD-2004,"",S
CNC-012,Kit embrague lada cnc,31.17,61.7,76.0,76.0,0.0,0.0,C,KLD-2001,"",S
CNC-013,Kit embrague lada 2110 cnc,30.74,64.0,68.0,68.0,0.0,0.0,C,KLD-2003,"",S
CNC-014,Kit embrague fiat uno cnc,27.2,53.0,111.0,111.0,0.0,0.0,C,KFI-1801,"",S
CNC-015,Kit embrague skoda cnc,28.41,53.0,0.0,0.0,0.0,0.0,N,KSK-1902,,N
CNC-016,Rulim�n embrague lada 2110,6.54,12.5,0.0,0.0,0.0,0.0,N,VKC2536,,N
CNC-017,Rulim�n embrague fiat uno,6.96,10.8,0.0,0.0,0.0,0.0,N,VKC5168,,N
CR-001,Terminal direccion corsa win 12 mm,7.57,13.75,69.0,63.0,63.0,0.0,N,"0282302","",S
CR-002,Axial direccion manual corsa win,10.26,18.5,27.0,27.0,0.0,0.0,C,"0602303","",S
CR-003,Axial direccion hidraulica corsa win,10.26,18.5,21.0,21.0,0.0,0.0,C,"0602304","",S
CR-004,"Terminal direccion corsa 3ptas, 10 mm",7.05,11.23,145.0,145.0,0.0,0.0,C,"0281884","",S
CR-005,Articulacion corsa evolution 3 ptas,10.31,16.5,1.0,1.0,0.0,0.0,C,"0601883","",S
CR-006,Rotula corsa evolution,7.83,14.91,0.0,0.0,0.0,0.0,N,"0401885",,N
CR-007,Rotula corsa win,7.48,14.12,11.0,0.0,11.0,0.0,C,"0400395","",S
CR-008,Mesa suspensi�n comp. der. corsa evolution,37.5,66.88,0.0,0.0,0.0,0.0,N,"0781885",,N
CR-009,Mesa suspensi�n comp. izq corsa evolution,38.7,66.88,0.0,0.0,0.0,0.0,N,"0791885",,N
CR-010,Barra lateral corsa evolution,9.3,15.77,0.0,0.0,0.0,0.0,N,"0501690",,N
D-001,Kit carburador dacia,4.69,7.5,0.0,0.0,0.0,0.0,N,,,N
DEI-001,Disco embra.izumi lada mitsl 200 sephia 200x20,8.31,13.3,0.0,0.0,0.0,0.0,N,AMB-037,,N
DEI-002,Disco emb.izumi fiat uno,8.12,13.0,1.0,1.0,0.0,0.0,C,AFT-11,"",S
DEI-003,Disco emb.izumi premio mille spacio/190x135x17,7.81,12.5,0.0,0.0,0.0,0.0,N,AD-042,,N
DEI-004,Disco embr.izumi swift/vitara/3p sepia1.6/20x20x22.4,8.31,13.3,0.0,0.0,0.0,0.0,N,ASZ-004,,N
